country,lat,lon,canton_short,canton
CHE,47.48843651,7.6000476,BL,Basel-Landschaft
CHE,46.113914,7.077888,VS,Wallis
CHE,47.48843651,7.6000476,BL,Basel-Landschaft
CHE,46.113914,7.077888,VS,Wallis
CHE,47.714666,8.517507,SH,Schaffhausen
CHE,47.714666,8.517507,SH,Schaffhausen
CHE,46.113914,7.077888,VS,Wallis
CHE,47.13031,8.19745,LU,Luzern
CHE,47.13031,8.19745,LU,Luzern
CHE,47.295698,7.932292,AG,Aargau
CHE,46.113914,7.077888,VS,Wallis
CHE,46.113914,7.077888,VS,Wallis
CHE,47.584093,7.651107,BS,Basel-Stadt
CHE,47.246796,8.189657,AG,Aargau
CHE,47.584093,7.651107,BS,Basel-Stadt
CHE,47.246796,8.189657,AG,Aargau
CHE,47.295698,7.932292,AG,Aargau
CHE,47.295698,7.932292,AG,Aargau
CHE,47.382858,8.668264,ZH,Zürich
CHE,47.246796,8.189657,AG,Aargau
CHE,47.3707157,8.5585058,ZH,Zürich
CHE,47.536707,7.608073,BS,Basel-Stadt
CHE,47.3707157,8.5585058,ZH,Zürich
CHE,47.536707,7.608073,BS,Basel-Stadt
CHE,47.382018,8.6695194,ZH,Zürich
CHE,47.382858,8.668264,ZH,Zürich
CHE,47.536707,7.608073,BS,Basel-Stadt
CHE,47.382821,8.6682729,ZH,Zürich
CHE,47.478767,7.6173867,SO,Solothurn
CHE,47.382821,8.6682729,ZH,Zürich
CHE,47.483966,8.466267,ZH,Zürich
CHE,47.536707,7.608073,BS,Basel-Stadt
CHE,46.152156,8.937816,TI,Tessin
CHE,47.31604,7.945169,AG,Aargau
CHE,47.382018,8.6695194,ZH,Zürich
CHE,46.152156,8.937816,TI,Tessin
CHE,47.404652,8.11953,AG,Aargau
CHE,47.525556,8.244166,AG,Aargau
CHE,47.31604,7.945244,AG,Aargau
CHE,47.386292,8.497598,ZH,Zürich
CHE,47.538797,7.6173716,BL,Basel-Landschaft
CHE,47.538797,7.6173716,BL,Basel-Landschaft
CHE,46.152156,8.937816,TI,Tessin
CHE,47.412441,8.618246,ZH,Zürich
CHE,47.478767,7.6173867,SO,Solothurn
CHE,47.544926,7.604943,BS,Basel-Stadt
CHE,47.544926,7.604943,BS,Basel-Stadt
CHE,47.412441,8.618246,ZH,Zürich
CHE,47.033482,8.628233,SZ,Schwyz
CHE,47.386292,8.497598,ZH,Zürich
CHE,47.4204803,8.5567801,ZH,Zürich
CHE,47.316042,7.945093,AG,Aargau
CHE,47.310205,7.831901,SO,Solothurn
CHE,47.525556,8.244166,AG,Aargau
CHE,47.4204803,8.5567801,ZH,Zürich
CHE,47.386292,8.497598,ZH,Zürich
CHE,47.31604,7.945169,AG,Aargau
CHE,46.152156,8.937816,TI,Tessin
CHE,47.316042,7.945093,AG,Aargau
CHE,47.310205,7.831901,SO,Solothurn
CHE,47.42492039,8.55824833,ZH,Zürich
CHE,47.525556,8.244166,AG,Aargau
CHE,47.033482,8.628233,SZ,Schwyz
CHE,47.386292,8.497598,ZH,Zürich
CHE,47.525556,8.244166,AG,Aargau
CHE,47.404652,8.11953,AG,Aargau
CHE,47.029211,8.295646,LU,Luzern
CHE,47.310205,7.831901,SO,Solothurn
CHE,47.31604,7.945244,AG,Aargau
CHE,47.029211,8.295646,LU,Luzern
CHE,47.483966,8.466267,ZH,Zürich
CHE,47.4204803,8.5567801,ZH,Zürich
CHE,47.310205,7.831901,SO,Solothurn
CHE,47.310205,7.831901,SO,Solothurn
CHE,47.310205,7.831901,SO,Solothurn
CHE,47.537726,7.731703,AG,Aargau
CHE,47.537726,7.731703,AG,Aargau
CHE,47.537726,7.731703,AG,Aargau
CHE,47.537726,7.731703,AG,Aargau
CHE,47.34594,7.909711,SO,Solothurn
CHE,47.316045,7.945012,AG,Aargau
CHE,47.316045,7.945012,AG,Aargau
CHE,47.316045,7.945012,AG,Aargau
CHE,47.34594,7.909711,SO,Solothurn
CHE,47.496622,8.7159754,ZH,Zürich
CHE,47.316045,7.945012,AG,Aargau
CHE,47.316045,7.945012,AG,Aargau
CHE,46.952704,7.456942,BE,Bern
CHE,47.465405,7.5976787,BL,Basel-Landschaft
CHE,47.465405,7.5976787,BL,Basel-Landschaft
CHE,47.035573,8.579687,SZ,Schwyz
CHE,47.496622,8.7159754,ZH,Zürich
CHE,47.412487,8.615572,ZH,Zürich
CHE,47.035573,8.579687,SZ,Schwyz
CHE,47.412487,8.615572,ZH,Zürich
CHE,47.412487,8.615572,ZH,Zürich
CHE,46.952704,7.456942,BE,Bern
CHE,46.50521417,7.28980104,BE,Bern
CHE,47.475211,7.6158064,SO,Solothurn
CHE,47.475211,7.6158064,SO,Solothurn
CHE,46.50521417,7.28980104,BE,Bern
CHE,47.412487,8.615572,ZH,Zürich
CHE,47.412487,8.615572,ZH,Zürich
CHE,47.412487,8.615572,ZH,Zürich
CHE,47.201708,7.571386,SO,Solothurn
CHE,47.201708,7.571386,SO,Solothurn
CHE,47.201708,7.571386,SO,Solothurn
CHE,47.201708,7.571386,SO,Solothurn
CHE,47.27279453,8.34099719,AG,Aargau
CHE,47.491623,7.5889998,BL,Basel-Landschaft
CHE,47.494263,7.5915554,BL,Basel-Landschaft
CHE,47.494263,7.5915554,BL,Basel-Landschaft
CHE,47.27279453,8.34099719,AG,Aargau
CHE,47.491623,7.5889998,BL,Basel-Landschaft
CHE,47.201708,7.571386,SO,Solothurn
CHE,46.730697,7.668504,BE,Bern
CHE,47.201688,7.571441,SO,Solothurn
CHE,46.730697,7.668504,BE,Bern
CHE,47.201688,7.571441,SO,Solothurn
CHE,47.201688,7.571441,SO,Solothurn
CHE,47.201688,7.571441,SO,Solothurn
CHE,47.389673,8.204366,AG,Aargau
CHE,47.389673,8.204366,AG,Aargau
CHE,47.389673,8.204366,AG,Aargau
CHE,47.389673,8.204366,AG,Aargau
CHE,46.926102,7.416834,BE,Bern
CHE,47.389673,8.204366,AG,Aargau
CHE,47.389673,8.204366,AG,Aargau
CHE,46.926102,7.416834,BE,Bern
CHE,47.093,8.449522,SZ,Schwyz
CHE,47.093,8.449522,SZ,Schwyz
CHE,46.926102,7.416834,BE,Bern
CHE,47.093,8.449522,SZ,Schwyz
CHE,46.926102,7.416834,BE,Bern
CHE,47.201688,7.571441,SO,Solothurn
CHE,47.515172,8.936552,TG,Thurgau
CHE,47.515172,8.936552,TG,Thurgau
CHE,47.45389601,8.33860765,AG,Aargau
CHE,47.05052787,7.28412879,BE,Bern
CHE,47.515172,8.936552,TG,Thurgau
CHE,47.05052787,7.28412879,BE,Bern
CHE,47.45389601,8.33860765,AG,Aargau
CHE,47.270596,8.343772,AG,Aargau
CHE,47.554671,8.770274,ZH,Zürich
CHE,47.551684,7.609916,BS,Basel-Stadt
CHE,47.432046,8.4684929,ZH,Zürich
CHE,47.432046,8.4684929,ZH,Zürich
CHE,47.551684,7.609916,BS,Basel-Stadt
CHE,47.570475,7.615412,BS,Basel-Stadt
CHE,47.53524,7.587462,BS,Basel-Stadt
CHE,47.53524,7.587462,BS,Basel-Stadt
CHE,47.536494,7.597426,BS,Basel-Stadt
CHE,47.536494,7.597426,BS,Basel-Stadt
CHE,47.570475,7.615412,BS,Basel-Stadt
CHE,47.4860643,7.7339586,BL,Basel-Landschaft
CHE,47.4860643,7.7339586,BL,Basel-Landschaft
CHE,47.4860643,7.7339586,BL,Basel-Landschaft
CHE,47.548265,7.599764,BS,Basel-Stadt
CHE,47.566156,7.573184,BS,Basel-Stadt
CHE,47.566156,7.573184,BS,Basel-Stadt
CHE,47.548265,7.599764,BS,Basel-Stadt
CHE,47.4860643,7.7339586,BL,Basel-Landschaft
CHE,47.4860643,7.7339586,BL,Basel-Landschaft
CHE,47.487951,7.5869542,BL,Basel-Landschaft
CHE,46.44242013,6.89490548,VD,Waadt
CHE,46.94086,7.77839,BE,Bern
CHE,47.39006,8.17077,AG,Aargau
CHE,47.18611,7.70383,BE,Bern
CHE,46.17474,8.85418,TI,Tessin
CHE,46.94086,7.77839,BE,Bern
CHE,47.550873,7.568342,BS,Basel-Stadt
CHE,47.12548422,8.79586795,SZ,Schwyz
CHE,46.44242013,6.89490548,VD,Waadt
CHE,47.444468,8.619544,ZH,Zürich
CHE,47.491548,8.7139885,ZH,Zürich
CHE,46.19126638,6.1112769,GE,Genf
CHE,46.44242013,6.89490548,VD,Waadt
CHE,47.488478,7.6076826,SO,Solothurn
CHE,47.487951,7.5869542,BL,Basel-Landschaft
CHE,47.488478,7.6076826,SO,Solothurn
CHE,47.491548,8.7139885,ZH,Zürich
CHE,46.17474,8.85418,TI,Tessin
CHE,47.491548,8.7139885,ZH,Zürich
CHE,47.550873,7.568342,BS,Basel-Stadt
CHE,47.39006,8.17077,AG,Aargau
CHE,46.19126638,6.1112769,GE,Genf
CHE,46.17474,8.85418,TI,Tessin
CHE,47.491548,8.7139885,ZH,Zürich
CHE,46.17474,8.85418,TI,Tessin
CHE,46.17474,8.85418,TI,Tessin
CHE,47.21293,7.7909,BE,Bern
CHE,47.46746415,7.60235798,BL,Basel-Landschaft
CHE,47.18611,7.70383,BE,Bern
CHE,46.17474,8.85418,TI,Tessin
CHE,46.19126638,6.1112769,GE,Genf
CHE,46.19126638,6.1112769,GE,Genf
CHE,47.21293,7.7909,BE,Bern
CHE,46.19126638,6.1112769,GE,Genf
CHE,46.19126638,6.1112769,GE,Genf
CHE,47.49825676,7.6143525,BL,Basel-Landschaft
CHE,47.46746415,7.60235798,BL,Basel-Landschaft
CHE,47.492297,7.6198807,BL,Basel-Landschaft
CHE,47.49825676,7.6143525,BL,Basel-Landschaft
CHE,47.492297,7.6198807,BL,Basel-Landschaft
CHE,47.527193,7.6482658,BL,Basel-Landschaft
CHE,47.534452,7.6328747,BL,Basel-Landschaft
CHE,47.527193,7.6482658,BL,Basel-Landschaft
CHE,47.534452,7.6328747,BL,Basel-Landschaft
CHE,47.52288588,7.64531065,BL,Basel-Landschaft
CHE,47.52288588,7.64531065,BL,Basel-Landschaft
CHE,47.494684,7.6012936,BL,Basel-Landschaft
CHE,47.52666616,7.63671889,BL,Basel-Landschaft
CHE,46.56198235,8.33875609,BE,Bern
CHE,47.459199,7.5882375,BL,Basel-Landschaft
CHE,47.459199,7.5882375,BL,Basel-Landschaft
CHE,47.52666616,7.63671889,BL,Basel-Landschaft
CHE,47.402214,8.531979,ZH,Zürich
CHE,47.402214,8.531979,ZH,Zürich
CHE,46.54527731,6.56975418,VD,Waadt
CHE,46.54527731,6.56975418,VD,Waadt
CHE,46.54527731,6.56975418,VD,Waadt
CHE,47.494684,7.6012936,BL,Basel-Landschaft
CHE,46.706675,6.839269,VD,Waadt
CHE,46.706675,6.839269,VD,Waadt
CHE,46.948736,7.437957,BE,Bern
CHE,46.948736,7.437957,BE,Bern
CHE,46.706675,6.839269,VD,Waadt
CHE,47.50453667,8.54237194,ZH,Zürich
CHE,47.413347,8.540855,ZH,Zürich
CHE,47.413347,8.540855,ZH,Zürich
CHE,46.948736,7.437957,BE,Bern
CHE,47.50453667,8.54237194,ZH,Zürich
CHE,47.413347,8.540855,ZH,Zürich
CHE,46.54527731,6.56975418,VD,Waadt
CHE,46.474135,6.42769,VD,Waadt
CHE,47.413347,8.540855,ZH,Zürich
CHE,47.311062,8.5243955,ZH,Zürich
CHE,47.413347,8.540855,ZH,Zürich
CHE,47.413347,8.540855,ZH,Zürich
CHE,47.55076329,7.59493989,BS,Basel-Stadt
CHE,46.948736,7.437957,BE,Bern
CHE,47.50997,8.69187,ZH,Zürich
CHE,46.706675,6.839269,VD,Waadt
CHE,47.334468,8.460175,ZH,Zürich
CHE,47.334468,8.460175,ZH,Zürich
CHE,47.36489832,8.76822981,ZH,Zürich
CHE,47.093832,6.816589,NE,Neuenburg
CHE,47.336521,7.82966,SO,Solothurn
CHE,47.50997,8.69187,ZH,Zürich
CHE,46.8222,6.94219,VD,Waadt
CHE,47.093832,6.816589,NE,Neuenburg
CHE,47.334468,8.460175,ZH,Zürich
CHE,47.55076329,7.59493989,BS,Basel-Stadt
CHE,47.336521,7.82966,SO,Solothurn
CHE,47.336521,7.82966,SO,Solothurn
CHE,47.41283566,8.58763205,ZH,Zürich
CHE,46.474135,6.42769,VD,Waadt
CHE,46.8222,6.94219,VD,Waadt
CHE,46.534436,6.607065,VD,Waadt
CHE,47.334468,8.460175,ZH,Zürich
CHE,47.55076329,7.59493989,BS,Basel-Stadt
CHE,47.36489832,8.76822981,ZH,Zürich
CHE,47.311062,8.5243955,ZH,Zürich
CHE,47.36489832,8.76822981,ZH,Zürich
CHE,47.36489832,8.76822981,ZH,Zürich
CHE,47.336521,7.82966,SO,Solothurn
CHE,47.41283566,8.58763205,ZH,Zürich
CHE,46.5704,6.819842,VD,Waadt
CHE,47.55076329,7.59493989,BS,Basel-Stadt
CHE,46.5704,6.819842,VD,Waadt
CHE,47.093832,6.816589,NE,Neuenburg
CHE,47.093832,6.816589,NE,Neuenburg
CHE,46.534436,6.607065,VD,Waadt
CHE,46.534436,6.607065,VD,Waadt
CHE,46.534436,6.607065,VD,Waadt
CHE,46.538272,6.582454,VD,Waadt
CHE,46.69292,6.91341,FR,Fribourg
CHE,46.538272,6.582454,VD,Waadt
CHE,46.69292,6.91341,FR,Fribourg
CHE,46.626627,7.059824,FR,Fribourg
CHE,46.625517,7.060534,FR,Fribourg
CHE,46.625517,7.060534,FR,Fribourg
CHE,46.215222,7.298957,VS,Wallis
CHE,46.626627,7.059824,FR,Fribourg
CHE,46.215222,7.298957,VS,Wallis
CHE,47.469328,7.8751143,BL,Basel-Landschaft
CHE,47.714851,8.666514,SH,Schaffhausen
CHE,47.714851,8.666514,SH,Schaffhausen
CHE,47.19864,8.538991,ZG,Zug
CHE,47.19864,8.538991,ZG,Zug
CHE,47.0499,8.302437,LU,Luzern
CHE,46.87661849,6.95792702,FR,Fribourg
CHE,47.0499,8.302437,LU,Luzern
CHE,46.87661849,6.95792702,FR,Fribourg
CHE,47.0499,8.302437,LU,Luzern
CHE,47.375717,8.2278541,AG,Aargau
CHE,47.375717,8.2278541,AG,Aargau
CHE,47.375717,8.2278541,AG,Aargau
CHE,47.375717,8.2278541,AG,Aargau
CHE,47.375717,8.2278541,AG,Aargau
CHE,47.375717,8.2278541,AG,Aargau
CHE,47.375717,8.2278541,AG,Aargau
CHE,47.375717,8.2278541,AG,Aargau
CHE,47.04272104,8.31713144,LU,Luzern
CHE,46.19314428,6.13037853,GE,Genf
CHE,47.313151,8.520235,ZH,Zürich
CHE,47.313151,8.520235,ZH,Zürich
CHE,46.19314428,6.13037853,GE,Genf
CHE,47.04272104,8.31713144,LU,Luzern
CHE,47.082888,8.628249,SZ,Schwyz
CHE,47.13077435,8.25257741,LU,Luzern
CHE,47.13077435,8.25257741,LU,Luzern
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.243494,8.463691,ZH,Zürich
CHE,46.198368,8.750358,TI,Tessin
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.452855,8.566639,ZH,Zürich
CHE,47.555014,7.612606,BS,Basel-Stadt
CHE,47.569859,7.573875,BS,Basel-Stadt
CHE,47.555014,7.612606,BS,Basel-Stadt
CHE,47.243494,8.463691,ZH,Zürich
CHE,47.569859,7.573875,BS,Basel-Stadt
CHE,47.557114,7.570465,BS,Basel-Stadt
CHE,46.198368,8.750358,TI,Tessin
CHE,47.274514,8.443481,ZH,Zürich
CHE,47.055245,8.315371,LU,Luzern
CHE,47.274514,8.443481,ZH,Zürich
CHE,47.055245,8.315371,LU,Luzern
CHE,47.2038879,7.5401957,SO,Solothurn
CHE,47.557114,7.570465,BS,Basel-Stadt
CHE,47.066037,8.239109,LU,Luzern
CHE,46.206184,6.098508,GE,Genf
CHE,47.417287,8.394857,ZH,Zürich
CHE,47.417287,8.394857,ZH,Zürich
CHE,47.2038879,7.5401957,SO,Solothurn
CHE,46.206184,6.098508,GE,Genf
CHE,47.404996,8.604713,ZH,Zürich
CHE,47.404996,8.604713,ZH,Zürich
CHE,47.439236,8.348135,AG,Aargau
CHE,47.417287,8.394857,ZH,Zürich
CHE,47.417287,8.394857,ZH,Zürich
CHE,46.206184,6.098508,GE,Genf
CHE,46.206184,6.098508,GE,Genf
CHE,47.063455,8.239236,LU,Luzern
CHE,46.206184,6.098508,GE,Genf
CHE,47.59382,8.692124,ZH,Zürich
CHE,47.43911,8.348307,AG,Aargau
CHE,47.43911,8.348307,AG,Aargau
CHE,47.417287,8.394857,ZH,Zürich
CHE,47.59382,8.692124,ZH,Zürich
CHE,47.59382,8.692124,ZH,Zürich
CHE,47.439137,8.34827,AG,Aargau
CHE,47.59382,8.692124,ZH,Zürich
CHE,47.439204,8.348177,AG,Aargau
CHE,47.439172,8.348221,AG,Aargau
CHE,47.59382,8.692124,ZH,Zürich
CHE,47.439172,8.348221,AG,Aargau
CHE,47.439137,8.34827,AG,Aargau
CHE,47.43911,8.348307,AG,Aargau
CHE,47.73056633,8.62475999,SH,Schaffhausen
CHE,47.43911,8.348307,AG,Aargau
CHE,47.439236,8.348135,AG,Aargau
CHE,47.439204,8.348177,AG,Aargau
CHE,47.73056633,8.62475999,SH,Schaffhausen
CHE,47.42188,8.36929,AG,Aargau
CHE,47.42188,8.36929,AG,Aargau
CHE,47.42188,8.36929,AG,Aargau
CHE,47.42188,8.36929,AG,Aargau
CHE,47.42188,8.36929,AG,Aargau
CHE,47.13851737,7.30336458,BE,Bern
CHE,47.13851737,7.30336458,BE,Bern
CHE,47.42188,8.36929,AG,Aargau
CHE,47.449664,8.56559901,ZH,Zürich
CHE,47.55039938,7.59456718,BS,Basel-Stadt
CHE,47.55039938,7.59456718,BS,Basel-Stadt
CHE,47.55039938,7.59456718,BS,Basel-Stadt
CHE,47.052579,8.540879,SZ,Schwyz
CHE,47.55039938,7.59456718,BS,Basel-Stadt
CHE,47.052579,8.540879,SZ,Schwyz
CHE,47.449664,8.56559901,ZH,Zürich
CHE,47.052579,8.540879,SZ,Schwyz
CHE,47.179717,7.561087,SO,Solothurn
CHE,47.052579,8.540879,SZ,Schwyz
CHE,47.390026,8.5241657,ZH,Zürich
CHE,47.463688,8.325452,AG,Aargau
CHE,46.757185,8.036666,BE,Bern
CHE,47.179717,7.561087,SO,Solothurn
CHE,46.93728678,7.1423428,FR,Fribourg
CHE,47.463688,8.325452,AG,Aargau
CHE,47.390026,8.5241657,ZH,Zürich
CHE,47.390026,8.5241657,ZH,Zürich
CHE,47.390026,8.5241657,ZH,Zürich
CHE,47.38677963,8.57565844,ZH,Zürich
CHE,47.216438,8.572586,ZG,Zug
CHE,47.216438,8.572586,ZG,Zug
CHE,47.439125,7.5359871,BL,Basel-Landschaft
CHE,46.9429753,7.36248345,BE,Bern
CHE,47.438218,8.346527,AG,Aargau
CHE,47.424435,8.366738,AG,Aargau
CHE,46.93728678,7.1423428,FR,Fribourg
CHE,47.390026,8.5241657,ZH,Zürich
CHE,47.390026,8.5241657,ZH,Zürich
CHE,47.424435,8.366738,AG,Aargau
CHE,47.25819365,8.1721666,AG,Aargau
CHE,47.44764888,8.60481029,ZH,Zürich
CHE,47.2134709,8.0935516,LU,Luzern
CHE,47.390026,8.5241657,ZH,Zürich
CHE,47.25819365,8.1721666,AG,Aargau
CHE,47.44764888,8.60481029,ZH,Zürich
CHE,47.390026,8.5241657,ZH,Zürich
CHE,47.44764888,8.60481029,ZH,Zürich
CHE,47.216438,8.572586,ZG,Zug
CHE,46.772887,7.616464,BE,Bern
CHE,47.439282,7.5356742,BL,Basel-Landschaft
CHE,47.390026,8.5241657,ZH,Zürich
CHE,47.494008,8.716601,ZH,Zürich
CHE,46.721388,7.089351,FR,Fribourg
CHE,47.438255,8.346504,AG,Aargau
CHE,47.72765,8.6286,SH,Schaffhausen
CHE,46.721388,7.089351,FR,Fribourg
CHE,46.9429753,7.36248345,BE,Bern
CHE,47.708412,8.630645,SH,Schaffhausen
CHE,47.439125,7.5359871,BL,Basel-Landschaft
CHE,47.494008,8.716601,ZH,Zürich
CHE,47.415164,8.518156,ZH,Zürich
CHE,47.438218,8.346527,AG,Aargau
CHE,47.424435,8.366738,AG,Aargau
CHE,46.721388,7.089351,FR,Fribourg
CHE,47.708412,8.630645,SH,Schaffhausen
CHE,46.772887,7.616464,BE,Bern
CHE,47.2134709,8.0935516,LU,Luzern
CHE,47.424435,8.366738,AG,Aargau
CHE,47.44764888,8.60481029,ZH,Zürich
CHE,46.721388,7.089351,FR,Fribourg
CHE,47.38677963,8.57565844,ZH,Zürich
CHE,47.72765,8.6286,SH,Schaffhausen
CHE,46.721388,7.089351,FR,Fribourg
CHE,47.438255,8.346504,AG,Aargau
CHE,47.012731,7.470005,BE,Bern
CHE,47.012731,7.470005,BE,Bern
CHE,47.452792,7.8028625,BL,Basel-Landschaft
CHE,47.438293,8.34648,AG,Aargau
CHE,47.438293,8.34648,AG,Aargau
CHE,47.452864,7.8028697,BL,Basel-Landschaft
CHE,46.963484,7.4818504,BE,Bern
CHE,46.963484,7.4818504,BE,Bern
CHE,46.963484,7.4818504,BE,Bern
CHE,46.963484,7.4818504,BE,Bern
CHE,46.963484,7.4818504,BE,Bern
CHE,47.390569,8.491455,ZH,Zürich
CHE,47.390569,8.491455,ZH,Zürich
CHE,47.390569,8.491455,ZH,Zürich
CHE,47.273234,8.145806,AG,Aargau
CHE,47.438172,8.34655,AG,Aargau
CHE,47.090764,8.055618,LU,Luzern
CHE,47.090764,8.055618,LU,Luzern
CHE,47.390569,8.491455,ZH,Zürich
CHE,47.37321196,8.5741368,ZH,Zürich
CHE,47.390569,8.491455,ZH,Zürich
CHE,47.273234,8.145806,AG,Aargau
CHE,47.438172,8.34655,AG,Aargau
CHE,47.438172,8.34655,AG,Aargau
CHE,47.37321196,8.5741368,ZH,Zürich
CHE,47.438336,8.346461,AG,Aargau
CHE,47.438172,8.34655,AG,Aargau
CHE,47.278518,8.818477,ZH,Zürich
CHE,47.278518,8.818477,ZH,Zürich
CHE,47.438336,8.346461,AG,Aargau
CHE,47.412618,8.587831,ZH,Zürich
CHE,46.56245401,7.37583926,BE,Bern
CHE,46.56245401,7.37583926,BE,Bern
CHE,47.412618,8.587831,ZH,Zürich
CHE,46.56245401,7.37583926,BE,Bern
CHE,46.56245401,7.37583926,BE,Bern
CHE,47.5570632,8.895077,TG,Thurgau
CHE,47.327741,8.530187,ZH,Zürich
CHE,47.327741,8.530187,ZH,Zürich
CHE,47.415837,7.081674,JU,Jura
CHE,47.415837,7.081674,JU,Jura
CHE,47.295571,8.552672,ZH,Zürich
CHE,47.5570632,8.895077,TG,Thurgau
CHE,47.415837,7.081674,JU,Jura
CHE,47.415837,7.081674,JU,Jura
CHE,47.34983,8.715617,ZH,Zürich
CHE,47.34983,8.715617,ZH,Zürich
CHE,47.34983,8.715617,ZH,Zürich
CHE,47.34983,8.715617,ZH,Zürich
CHE,47.238207,8.61149,ZH,Zürich
CHE,47.415837,7.081674,JU,Jura
CHE,47.238207,8.61149,ZH,Zürich
CHE,47.275279,8.4386549,ZH,Zürich
CHE,47.275279,8.4386549,ZH,Zürich
CHE,47.275279,8.4386549,ZH,Zürich
CHE,47.275279,8.4386549,ZH,Zürich
CHE,47.511641,7.5561358,BL,Basel-Landschaft
CHE,47.275279,8.4386549,ZH,Zürich
CHE,47.275279,8.4386549,ZH,Zürich
CHE,47.238254,8.611422,ZH,Zürich
CHE,47.56299,7.596783,BS,Basel-Stadt
CHE,47.238254,8.611422,ZH,Zürich
CHE,47.509452,8.019946,AG,Aargau
CHE,47.509452,8.019946,AG,Aargau
CHE,47.563022,7.5966796,BS,Basel-Stadt
CHE,47.56299,7.596783,BS,Basel-Stadt
CHE,47.52727,7.6468,BL,Basel-Landschaft
CHE,47.52727,7.6468,BL,Basel-Landschaft
CHE,47.56309323,7.82758175,AG,Aargau
CHE,47.52727,7.6468,BL,Basel-Landschaft
CHE,47.52727,7.6468,BL,Basel-Landschaft
CHE,47.56309323,7.82758175,AG,Aargau
CHE,47.56309323,7.82758175,AG,Aargau
CHE,47.563022,7.5966796,BS,Basel-Stadt
CHE,47.43917328,8.24351231,AG,Aargau
CHE,47.50633152,8.72947793,ZH,Zürich
CHE,47.50633152,8.72947793,ZH,Zürich
CHE,47.563409,7.841669,AG,Aargau
CHE,46.18456965,7.02561938,VS,Wallis
CHE,46.18456965,7.02561938,VS,Wallis
CHE,47.563409,7.841669,AG,Aargau
CHE,47.373402,8.0014339,SO,Solothurn
CHE,46.18456965,7.02561938,VS,Wallis
CHE,47.43917328,8.24351231,AG,Aargau
CHE,47.373402,8.0014339,SO,Solothurn
CHE,47.544744,7.5940316,BS,Basel-Stadt
CHE,47.330342,8.790043,ZH,Zürich
CHE,47.544744,7.5940316,BS,Basel-Stadt
CHE,47.330342,8.790043,ZH,Zürich
CHE,47.535523,7.62731,BL,Basel-Landschaft
CHE,47.501894,7.7216553,BL,Basel-Landschaft
CHE,47.526174,7.6896837,BL,Basel-Landschaft
CHE,47.073554,8.2907923,LU,Luzern
CHE,46.965269,8.3813399,NW,Nidwalden
CHE,47.526174,7.6896837,BL,Basel-Landschaft
CHE,47.41795,8.39299,ZH,Zürich
CHE,46.965269,8.3813399,NW,Nidwalden
CHE,47.41795,8.39299,ZH,Zürich
CHE,47.535523,7.62731,BL,Basel-Landschaft
CHE,47.526607,7.5722412,BL,Basel-Landschaft
CHE,47.394855,8.544949,ZH,Zürich
CHE,47.68996097,8.64280857,ZH,Zürich
CHE,47.292352,7.9430133,AG,Aargau
CHE,47.501894,7.7216553,BL,Basel-Landschaft
CHE,47.41795,8.39299,ZH,Zürich
CHE,47.292352,7.9430133,AG,Aargau
CHE,47.073554,8.2907923,LU,Luzern
CHE,47.551397,7.989869,AG,Aargau
CHE,47.526607,7.5722412,BL,Basel-Landschaft
CHE,47.457162,8.04984,AG,Aargau
CHE,46.965269,8.3813399,NW,Nidwalden
CHE,47.564951,8.827338,ZH,Zürich
CHE,47.394855,8.544949,ZH,Zürich
CHE,47.50660099,8.72982947,ZH,Zürich
CHE,47.41795,8.39299,ZH,Zürich
CHE,46.965269,8.3813399,NW,Nidwalden
CHE,47.069932,7.292648,BE,Bern
